Term,Part Of Speech,Sentiment,Frequency
unnoticed,JJ,negative,2
expose,VB,negative,2
egregious,JJ,negative,2
vindicate,VB,positive,1
acrimonious,JJ,negative,2
prefer,VBP,positive,2
innocuous,NN,positive,1
cackle,VBP,negative,1
ignorance,NN,negative,4
precarious,JJ,negative,2
affliction,NN,negative,2
difficulties,NNS,negative,4
engage,VB,neutral,2
positiveness,NN,positive,2
illusory,JJ,negative,1
fulminate,VBP,negative,1
magnetic,JJ,positive,2
discomfititure,NN,negative,1
hamstring,VBG,negative,1
spook,VBP,negative,2
reproachful,JJ,negative,2
astonish,VB,positive,1
richness,NN,positive,2
supremacy,NN,negative,4
properly,RB,positive,2
indecisive,JJ,negative,2
filth,NN,negative,2
pithy,JJ,positive,4
outshine,VB,positive,1
cheer,NN,positive,2
stagger,VB,negative,1
vital,JJ,positive,2
deplete,VB,negative,1
unconditional,JJ,positive,2
struck,VBD,negative,2
increasingly,RB,neutral,2
mistakes,NNS,negative,4
doldrums,NNS,negative,2
stress,NN,negative,4
transparency,NN,neutral,4
helpful,JJ,positive,2
mastery,NN,positive,2
predictable,JJ,neutral,2
smutty,JJ,negative,2
inaptitude,NN,negative,1
assessments,NNS,neutral,4
delirium,NN,negative,2
unjustified,JJ,negative,2
nastiness,NN,negative,2
lackey,NN,negative,1
ardent,JJ,positive,2
coercion,NN,negative,2
grandeur,NN,positive,2
dead,JJ,negative,2
exhaustively,RB,positive,2
arbitrary,JJ,negative,2
protest,NN,negative,6
insignificant,JJ,negative,2
depressing,JJ,negative,2
suitable,JJ,positive,2
botch,VB,negative,1
resolve,NN,positive,3
giant,JJ,neutral,2
worthlessness,NN,negative,2
warmhearted,JJ,positive,2
impenitent,JJ,negative,1
indistinct,JJ,negative,1
divorce,NN,negative,4
sharply,RB,negative,2
hater,NN,negative,2
explode,VBP,negative,1
fabricate,VB,negative,1
dullard,NN,negative,1
conceit,NN,negative,2
understandable,JJ,positive,2
stagnant,JJ,negative,2
cornerstone,NN,positive,4
glean,VB,neutral,2
pitiable,JJ,negative,2
comprehend,VBP,neutral,1
marvels,NNS,positive,2
cruelty,NN,negative,2
hallucinate,VBP,negative,1
distinctive,JJ,positive,6
stinging,JJ,negative,1
enjoy,VB,positive,2
unsophisticated,JJ,negative,2
miscreants,NNS,negative,2
figurehead,NN,negative,4
allow,VBP,positive,2
extravagant,JJ,negative,2
stark,JJ,negative,2
frequent,JJ,neutral,2
able,JJ,positive,2
inaccurately,RB,negative,2
desecrate,VB,negative,1
redeem,VB,positive,2
imperturbable,JJ,positive,2
bask,VBP,positive,1
slightly,RB,negative,2
strut,VB,negative,1
apologist,NN,negative,2
crisis,NN,negative,4
deficiency,NN,negative,2
considerable,JJ,neutral,2
mature,JJ,positive,1
rosy,JJ,positive,2
stringently,RB,negative,2
farfetched,JJ,negative,2
overworked,JJ,negative,1
distrustful,JJ,negative,2
antagonize,VBP,negative,1
rival,NN,negative,2
dismayed,JJ,negative,1
irresponsibly,RB,negative,2
brotherly,JJ,positive,2
subjugate,VB,negative,2
harass,VB,negative,2
outcry,NN,negative,2
favorite,JJ,positive,2
benevolence,NN,positive,2
presume,VB,negative,1
dehumanization,NN,negative,2
artificial,JJ,negative,2
infallibly,RB,positive,2
insubstantial,JJ,negative,2
impartial,JJ,positive,2
anger,NN,negative,6
expel,VB,negative,1
unorthodox,JJ,negative,2
fume,VB,negative,1
compensate,VB,positive,2
shred,NN,negative,4
unaccustomed,JJ,negative,2
frail,JJ,negative,2
enhanced,JJ,positive,1
boost,VB,positive,2
important,JJ,positive,2
skimpy,JJ,negative,2
renovation,NN,positive,2
curses,NNS,negative,2
fuss,NN,negative,3
dramatic,JJ,neutral,2
midget,NN,negative,2
pompous,JJ,negative,2
pertinacity,NN,negative,1
digress,VBZ,negative,1
prison,NN,negative,2
problematic,JJ,negative,4
discombobulate,VB,negative,1
unsuccessfully,RB,negative,2
crafty,JJ,negative,2
barbarian,NN,negative,4
big,JJ,neutral,2
improbability,NN,negative,2
qualms,NNS,negative,4
bias,NN,negative,6
wry,JJ,positive,1
pout,VBP,negative,1
credible,JJ,positive,2
wrest,VB,negative,1
forceful,JJ,negative,2
quash,VBP,negative,1
validity,NN,positive,2
jaundiced,JJ,negative,1
indelible,JJ,positive,2
haggle,VBP,negative,1
wound,NN,negative,3
negligent,JJ,negative,1
nasty,JJ,negative,2
hesitant,JJ,negative,2
receptive,JJ,positive,2
light,JJ,positive,3
sap,VBP,negative,2
enhance,VB,positive,2
bombardment,NN,negative,4
smilingly,RB,positive,2
shatter,VB,negative,1
devoid,JJ,negative,2
eclectic,JJ,positive,1
goodness,NN,positive,2
prestigious,JJ,positive,2
heartbreakingly,RB,negative,2
hamper,VBP,negative,2
replete,JJ,neutral,2
impasse,NN,negative,2
demolisher,NN,negative,2
falsify,VB,negative,2
risk,NN,negative,6
unbiased,JJ,positive,2
disillusioned,JJ,negative,1
ugh,FW,negative,1
meager,JJ,negative,2
zenith,NN,positive,2
blasphemy,NN,negative,2
principle,NN,positive,4
inexorable,JJ,negative,2
futility,NN,negative,2
obese,JJ,negative,2
neurotic,JJ,negative,2
fraternize,VBP,negative,1
bicker,VBP,negative,1
debauchery,NN,negative,2
ingrate,NN,negative,2
affability,NN,positive,2
hypocrite,NN,negative,2
quaint,JJ,positive,1
ethical,JJ,positive,2
reputed,JJ,neutral,1
blinding,JJ,negative,1
exclusive,JJ,positive,2
ingenious,JJ,positive,2
predictablely,RB,neutral,2
torrent,NN,negative,2
sting,VBG,negative,3
morality,NN,positive,2
guiltless,JJ,positive,2
peril,NN,negative,2
yep,FW,positive,1
ameliorate,VB,positive,1
direct,JJ,neutral,2
interested,JJ,positive,3
asylum,NN,positive,4
agonies,NNS,negative,2
parasite,NN,negative,2
stars,NNS,positive,2
killer,NN,negative,4
attraction,NN,positive,4
extravagance,NN,negative,2
expropriate,NN,negative,2
incompatible,JJ,negative,4
downheartedly,RB,negative,2
oblique,JJ,negative,2
assumption,NN,neutral,4
misfortune,NN,negative,2
chant,NN,neutral,4
enervate,VB,negative,1
posh,JJ,positive,2
poignant,JJ,positive,2
fabricate,VBP,negative,1
awfulness,IN,negative,2
gush,VBP,positive,2
ingratiate,VBP,positive,1
aware,JJ,neutral,2
player,NN,neutral,4
overact,VB,negative,2
effectiveness,NN,positive,2
inefficiently,RB,negative,2
victorious,JJ,positive,2
propagandize,VB,negative,2
smolder,VBP,negative,2
hostile,JJ,negative,2
elate,VB,positive,1
idea,NN,neutral,4
offbeat,JJ,positive,2
rife,JJ,negative,2
implode,VBP,negative,1
fuzzy,JJ,negative,2
exhilarate,VB,positive,1
profess,VBP,positive,2
safe,JJ,positive,2
joyful,JJ,positive,2
inferiority,NN,negative,2
baby,NN,neutral,4
threaten,VBP,negative,2
rile,VB,negative,1
advantages,NNS,positive,4
sinister,JJ,negative,2
inconsiderately,RB,negative,2
affordable,JJ,positive,2
defunct,JJ,negative,2
demonize,VB,negative,2
jealousness,NN,negative,2
inadequately,RB,negative,2
inessential,JJ,negative,2
resourcefulness,NN,positive,2
complaints,NNS,negative,4
antithetical,JJ,negative,4
impatiently,RB,negative,2
inaccuracies,NNS,negative,2
confessions,NNS,negative,4
abound,VBP,positive,2
distasteful,JJ,negative,2
egalitarian,JJ,positive,1
disproportionate,JJ,negative,2
infamous,JJ,negative,2
feign,VB,negative,1
ascertainable,JJ,positive,4
levity,NN,positive,2
enthuse,VBP,positive,1
grapple,VBP,negative,2
tradition,NN,positive,2
repulse,VB,negative,1
fortune,NN,positive,4
puppet,NN,negative,4
slug,NN,negative,1
ghetto,NN,negative,2
satisfaction,NN,positive,6
stuffy,JJ,negative,2
unobserved,JJ,negative,2
illustrious,JJ,positive,2
impossible,JJ,negative,2
accountable,JJ,negative,2
suffice,VBP,positive,1
ecstatic,JJ,positive,2
profound,JJ,positive,2
bountiful,JJ,positive,2
insult,NN,negative,4
stupor,NN,negative,2
valor,NN,positive,2
despot,NN,negative,2
regret,NN,negative,6
successful,JJ,positive,2
adventurous,JJ,positive,2
infiltrators,NNS,negative,4
corrective,JJ,neutral,2
irrelevance,NN,negative,2
chasten,VB,negative,1
phony,JJ,negative,1
subversion,NN,negative,2
demolish,VBP,negative,1
miseries,NNS,negative,2
popularity,NN,positive,4
dunce,NN,negative,2
inhospitality,NN,negative,2
disgraced,JJ,negative,1
sweetness,NN,positive,2
caricature,VBP,negative,2
moralize,VB,positive,1
fib,NN,negative,2
continuous,JJ,neutral,2
tolerant,JJ,positive,2
persecute,VB,negative,1
unparalleled,JJ,positive,2
festive,JJ,positive,2
gloom,NN,negative,2
impression,NN,positive,4
gruff,JJ,negative,2
dastard,NN,negative,1
successfully,RB,positive,2
tortured,JJ,negative,2
conciliate,VBP,positive,1
desiccate,VB,negative,1
discomfort,NN,negative,2
mudslinger,NN,negative,2
erudite,JJ,positive,2
expediencies,NNS,negative,4
revoke,VB,negative,2
scold,VBP,negative,1
charm,NN,positive,6
distressed,JJ,negative,2
despondency,NN,negative,2
persistence,NN,neutral,4
weaken,VB,negative,1
pretence,NN,negative,4
truthfully,RB,positive,2
gallant,JJ,positive,2
obtuse,JJ,negative,1
momentous,JJ,positive,2
angelic,JJ,positive,2
secretive,JJ,negative,4
peripheral,JJ,negative,2
disgusted,JJ,negative,1
indicative,JJ,neutral,4
influential,JJ,positive,2
comment,NN,neutral,4
vague,JJ,negative,4
remorselessness,NN,negative,2
implacable,JJ,negative,2
credence,NN,positive,4
togetherness,NN,positive,2
rotten,JJ,negative,2
invasive,JJ,negative,2
irreverently,RB,negative,2
infernal,JJ,negative,2
stylishly,RB,positive,2
allusion,NN,neutral,2
undetermined,JJ,negative,2
ingratiatingly,RB,positive,2
distastefully,RB,negative,2
remarkable,JJ,positive,4
saintliness,NN,positive,2
resentment,NN,negative,4
haste,NN,negative,4
frown,NN,negative,2
disrupt,VBP,negative,1
inappropriate,JJ,negative,2
unkindly,RB,negative,2
inflated,JJ,negative,1
misreading,NN,negative,2
heros,NNS,positive,2
invalidity,NN,negative,2
slow,JJ,negative,3
slanderer,NN,negative,2
discreet,JJ,positive,2
anarchistic,JJ,negative,2
invincible,JJ,positive,2
impudence,NN,negative,2
fascism,NN,negative,4
traitorous,JJ,negative,2
violation,NN,negative,2
instigator,NN,negative,2
protection,NN,positive,2
accursed,JJ,negative,1
dissatisfied,JJ,negative,1
workable,JJ,positive,2
reticent,JJ,negative,1
insight,NN,positive,2
unsettled,JJ,negative,2
peeve,VBP,negative,1
benign,JJ,positive,2
drab,JJ,negative,2
berate,VB,negative,1
adept,JJ,positive,2
breach,NN,negative,4
misbehave,VB,negative,1
absurd,JJ,negative,2
ineloquently,RB,negative,2
perceptive,JJ,positive,2
yawn,NN,negative,2
ability,NN,positive,2
deviate,NN,negative,3
temerity,NN,negative,2
sin,NN,negative,4
joke,NN,positive,4
shortchange,VB,negative,1
imperfect,JJ,negative,2
gumption,NN,positive,2
soliloquize,VBP,neutral,1
famine,NN,negative,2
worries,NNS,negative,4
barbaric,JJ,negative,2
audacity,NN,negative,2
inevitably,RB,negative,2
contagious,JJ,negative,2
implication,NN,negative,4
toleration,NN,positive,2
obsessions,NNS,negative,2
conspiracy,NN,negative,4
fascinate,VB,positive,1
invisible,JJ,neutral,2
recant,VB,negative,1
stolen,VBN,negative,4
cumbersome,JJ,negative,2
fitting,JJ,positive,1
objectionable,JJ,negative,2
skeletons,NNS,negative,4
confession,NN,negative,2
yes,UH,positive,1
suffering,NN,negative,2
brutalities,NNS,negative,4
conscientious,JJ,positive,2
hassle,NN,negative,2
passion,NN,positive,2
friend,NN,positive,4
oasis,NN,positive,2
murderous,JJ,negative,2
unneeded,JJ,negative,2
fundamentalism,NN,negative,2
melodramatic,JJ,negative,2
censure,NN,negative,6
primitive,JJ,negative,4
frictions,NNS,negative,4
amnesty,NN,positive,2
compel,VBP,negative,1
wonderous,JJ,positive,2
rough,JJ,negative,2
compatible,JJ,positive,4
sensation,NN,positive,4
smuttier,JJR,negative,2
dreadfulness,NN,negative,2
indirect,JJ,neutral,2
backbone,NN,positive,2
deprecate,VB,negative,1
beast,NN,negative,4
irreparable,JJ,negative,2
shocking,JJ,negative,2
decline,NN,negative,2
position,NN,neutral,4
sparkling,JJ,positive,2
overthrow,VB,negative,2
imperiously,RB,negative,2
aspirations,NNS,positive,4
amplify,VB,neutral,2
overjoyed,JJ,positive,1
assess,VB,neutral,1
obviate,VB,positive,1
blah,SYM,negative,1
shameless,JJ,negative,2
effusion,NN,positive,2
precipitate,VBP,negative,1
astutely,RB,positive,2
subservience,NN,negative,2
neatly,RB,positive,2
luckier,JJR,positive,4
utmost,JJ,positive,2
irresponsible,JJ,negative,2
losing,NN,negative,2
lame,JJ,negative,3
pugnacious,JJ,negative,2
survive,VBP,positive,2
palatial,JJ,positive,2
frightful,JJ,negative,2
infallible,JJ,positive,2
anarchist,NN,negative,2
adherence,NN,positive,2
splendid,JJ,positive,2
fame,NN,positive,2
thwart,VB,negative,2
questionable,JJ,negative,4
renaissance,NN,positive,2
precariously,RB,negative,2
vigilant,JJ,positive,2
agilely,RB,positive,2
cohesion,NN,positive,2
monstrosities,NNS,negative,2
frustrate,VB,negative,2
gloatingly,RB,negative,2
miserableness,NN,negative,1
mordant,JJ,negative,2
impede,VBP,negative,1
complicated,JJ,negative,1
fallout,NN,negative,2
remorseful,JJ,negative,4
contrive,VB,negative,1
cheerful,JJ,positive,2
yearning,NN,positive,2
consciousness,NN,neutral,4
deservedly,RB,positive,2
belligerent,JJ,negative,4
upfront,JJ,positive,1
grave,JJ,negative,1
appreciate,VB,positive,2
inadverently,RB,negative,2
appealing,JJ,positive,1
triumph,NN,positive,4
diametrically,RB,negative,2
corrupt,JJ,negative,4
proscriptions,NNS,negative,4
invalid,JJ,negative,2
liberty,NN,positive,2
disappointed,JJ,negative,1
outstanding,JJ,positive,2
fundamentally,RB,neutral,2
rifts,NNS,negative,2
undecided,JJ,negative,2
wheedle,VB,negative,1
sociable,JJ,positive,2
advanced,JJ,positive,1
humiliate,VB,negative,1
imminently,RB,negative,2
commonsensibly,RB,positive,1
enflame,VB,negative,1
wishes,NNS,positive,2
ludicrous,JJ,negative,2
inherent,JJ,neutral,4
blackmail,VB,negative,2
misunderstandings,NNS,negative,4
magic,JJ,positive,1
unmoved,JJ,negative,2
thrift,NN,positive,2
mendacity,NN,negative,2
mourner,NN,negative,1
screech,NN,negative,2
shrill,NN,negative,2
nuance,NN,neutral,4
immense,JJ,neutral,1
confrontational,JJ,negative,2
entice,VBP,positive,2
sagacity,NN,positive,2
confound,VB,negative,2
unpleasantries,NNS,negative,4
indecisively,RB,negative,2
profane,JJ,negative,2
trust,NN,positive,6
rhetorical,JJ,negative,2
passive,JJ,negative,2
spitefulness,NN,negative,2
horror,NN,negative,2
baffle,VB,negative,1
spooky,JJ,negative,4
inalienable,JJ,positive,2
adulterate,VB,negative,1
stormy,JJ,negative,2
renewal,NN,positive,2
tolerably,RB,positive,2
compact,JJ,positive,2
resolve,VB,positive,3
sweeten,VB,positive,1
savvy,JJ,positive,1
magnificent,JJ,positive,4
inescapable,JJ,negative,2
contentment,NN,positive,2
blame,NN,negative,3
defiler,NN,negative,1
fidelity,NN,positive,2
insolence,NN,negative,4
impulsive,JJ,negative,2
disingenuously,RB,negative,2
transgression,NN,negative,2
misrepresent,VBP,negative,1
sustainability,NN,positive,4
balanced,JJ,positive,1
mirth,NN,positive,2
surprise,NN,neutral,6
glimmer,NN,positive,6
celebration,NN,positive,2
temperate,JJ,positive,2
recover,VB,positive,2
dawdle,VBP,negative,1
appall,IN,negative,3
pessimistic,JJ,negative,2
danger,NN,negative,4
inequalities,NNS,negative,4
conciliatory,JJ,positive,2
vengefulness,NN,negative,2
coherent,JJ,positive,2
invidious,JJ,negative,2
disingenuous,JJ,negative,2
underdog,NN,negative,4
molest,VB,negative,1
slim,JJ,positive,4
pressures,NNS,neutral,4
catalyst,NN,positive,4
emotional,JJ,negative,2
activist,NN,neutral,4
suppress,VBP,negative,2
fatally,RB,negative,2
abjure,VBP,negative,1
gentle,JJ,positive,2
cohere,VBP,positive,1
lofty,JJ,positive,2
horrific,JJ,negative,2
concessions,NNS,negative,4
persistent,JJ,positive,4
overdue,JJ,negative,2
dismay,NN,negative,4
racist,JJ,negative,3
unleash,VBP,negative,2
rumours,NNS,negative,2
dire,JJ,negative,2
grimace,VBP,negative,1
undependability,NN,negative,2
sensitive,JJ,positive,4
unqualified,JJ,negative,2
laughingstock,NN,negative,2
evaluate,VB,neutral,1
beneficial,JJ,positive,4
praise,NN,positive,2
terrifying,JJ,positive,4
interest,NN,positive,8
insinuate,VBP,negative,1
demoralize,VB,negative,1
disavowal,NN,negative,1
awkwardness,NN,negative,2
subjugate,NN,negative,2
gold,NN,positive,2
mellow,JJ,positive,2
statements,NNS,neutral,4
baffled,JJ,negative,1
delightful,JJ,positive,4
tranquility,NN,positive,4
kick,NN,negative,2
benevolent,JJ,positive,2
delicious,JJ,positive,2
fathomless,JJ,negative,2
thank,VBP,positive,1
compassionate,JJ,positive,2
partiality,NN,negative,4
pertinaciously,RB,negative,2
patronize,VB,negative,1
doddering,JJ,negative,2
nurturing,NN,positive,2
unreliable,JJ,negative,2
hostility,NN,negative,4
abominate,VBP,negative,1
lambaste,VB,negative,1
informative,JJ,positive,2
noteworthy,NN,positive,2
refutation,NN,negative,4
compelling,JJ,positive,4
indispensable,JJ,positive,2
remark,NN,neutral,4
pitilessly,RB,negative,2
gestures,NNS,neutral,4
blunt,JJ,negative,1
although,IN,negative,2
gladness,NN,positive,2
apocalypse,NN,negative,1
shrewdly,RB,positive,2
premier,JJR,positive,1
deceiver,NN,negative,1
cozy,JJ,positive,2
weary,JJ,negative,6
suggestions,NNS,positive,4
fiction,NN,negative,4
assault,NN,negative,4
gritty,JJ,negative,2
motivated,JJ,positive,1
bizarre,JJ,negative,2
miserable,JJ,negative,2
exalted,JJ,positive,1
junky,JJ,negative,2
beliefs,NNS,neutral,4
enlightenment,NN,positive,2
consummate,JJ,positive,2
suicide,NN,negative,2
diabolically,RB,negative,2
murder,NN,negative,4
odd,JJ,negative,4
fickle,JJ,negative,2
need,NN,negative,3
seriousness,NN,negative,2
bragger,NN,negative,2
grail,NN,positive,2
reluctance,NN,negative,4
manageable,JJ,positive,2
offenses,NNS,negative,4
swing,NN,neutral,2
delectable,JJ,positive,2
expression,NN,neutral,4
adrift,IN,negative,1
emasculate,VBP,negative,1
treasonous,JJ,negative,2
thrive,VBP,positive,2
fanfare,NN,positive,4
uneasiness,NN,negative,4
despoil,VB,negative,1
desperation,NN,negative,2
inconceivably,RB,negative,2
fatuous,JJ,negative,2
treachery,NN,negative,2
ambivalent,JJ,negative,4
prominent,JJ,positive,2
languish,VBP,negative,2
unable,JJ,negative,2
should,MD,neutral,2
resentful,JJ,negative,2
sweetheart,NN,positive,2
hideousness,NN,negative,2
exhaust,VB,negative,1
fragmented,JJ,negative,1
dreamy,JJ,positive,2
sleazy,JJ,negative,1
winnable,JJ,positive,4
unavoidable,JJ,negative,2
miss,VBP,negative,2
inexplicable,JJ,negative,2
greatness,NN,positive,2
fatefully,RB,negative,2
dumbfound,VB,negative,1
humiliating,JJ,negative,2
gaff,NN,negative,1
recompense,NN,positive,4
hot,JJ,positive,2
friends,NNS,positive,4
injure,VB,negative,1
garbage,NN,negative,4
strife,NN,negative,2
malicious,JJ,negative,2
dejection,NN,negative,2
shrouded,VBD,negative,2
wide,JJ,positive,4
bore,VBD,negative,2
unruly,JJ,negative,2
disrespectfulness,NN,negative,1
strength,NN,neutral,4
disruption,NN,negative,4
vanish,VBP,negative,2
feeling,NN,neutral,3
spoil,VBP,negative,1
infuriate,VB,negative,1
deaf,JJ,negative,2
hostage,NN,negative,2
chic,JJ,positive,2
refinement,NN,positive,2
uncertain,JJ,negative,2
shameful,JJ,negative,4
caustic,JJ,negative,2
amicability,NN,positive,2
live,JJ,positive,1
gossip,NN,negative,6
boisterous,JJ,negative,2
tediously,RB,negative,2
gullible,JJ,negative,2
viable,JJ,positive,2
commonplace,JJ,negative,1
yeah,SYM,neutral,1
dishonest,NN,negative,2
onerous,JJ,negative,2
lax,JJ,negative,4
inflame,VB,negative,1
apathetically,RB,negative,2
black,JJ,negative,2
reprimand,VB,negative,1
irreverent,JJ,negative,2
amply,RB,positive,2
sympathize,VBP,negative,2
disbeliever,NN,negative,2
woebegone,JJ,negative,2
intrusive,JJ,negative,2
domination,NN,negative,4
snub,VB,negative,1
unlawfully,RB,negative,2
embarrassment,NN,negative,2
boycott,NN,negative,4
purification,NN,positive,2
playful,JJ,positive,2
delight,NN,positive,4
original,JJ,positive,2
obliterate,VB,negative,1
tendency,NN,neutral,4
pillory,VB,negative,1
corrosion,NN,negative,2
utilitarian,JJ,positive,2
prisoner,NN,negative,2
belligerence,NN,negative,2
elegantly,RB,positive,2
barren,JJ,negative,2
vocal,JJ,neutral,2
spotty,JJ,negative,2
penitent,JJ,positive,1
inevitable,JJ,negative,4
empathize,VB,negative,2
necessary,JJ,positive,2
hefty,JJ,neutral,2
powerfully,RB,positive,2
aggravate,VB,negative,1
star,NN,positive,4
frightening,JJ,negative,2
unnerved,JJ,negative,1
deficient,JJ,negative,2
propitiously,RB,positive,2
intact,JJ,positive,2
undisputed,JJ,positive,1
eloquence,NN,positive,2
restore,VB,positive,2
desolation,NN,negative,2
sarcastically,RB,negative,2
accidental,JJ,negative,2
incoherent,JJ,negative,1
enormities,NNS,negative,2
alarmed,JJ,negative,1
decrement,NN,negative,2
dissocial,JJ,negative,1
braggart,NN,negative,4
vengeance,NN,negative,2
consistent,JJ,positive,2
rankle,VB,negative,1
worrisome,JJ,negative,2
hearten,VB,positive,1
superiority,NN,negative,4
wedge,NN,negative,2
inexperience,NN,negative,2
worthy,JJ,positive,2
marvel,VB,positive,2
exonerate,VB,positive,1
overture,NN,positive,2
elevate,VB,positive,1
affirmation,NN,positive,4
blurt,VBP,negative,1
plausibility,NN,positive,2
affirm,VB,positive,1
watchdog,NN,negative,4
heresy,NN,negative,2
spacious,JJ,positive,2
prudence,NN,positive,4
