Word,POS,Stemmed,Priorpolarity,Type
biases,noun,n,negative,strongsubj
bicker,verb,y,negative,strongsubj
bickering,anypos,n,negative,strongsubj
bid rigging,adj,n,negative,weaksubj
big,adj,n,neutral,weaksubj
bitch,verb,y,negative,strongsubj
bitchy,adj,n,negative,strongsubj
biting,adj,n,negative,strongsubj
bitingly,anypos,n,negative,strongsubj
bitter,adj,n,negative,strongsubj
bitterly,anypos,n,negative,strongsubj
bitterness,noun,n,negative,strongsubj
bizarre,adj,n,negative,strongsubj
blab,verb,y,negative,strongsubj
blabber,verb,y,negative,strongsubj
black,adj,n,negative,weaksubj
blackmail,verb,y,negative,weaksubj
blah,anypos,y,negative,strongsubj
blame,adj,n,negative,strongsubj
blame,noun,n,negative,strongsubj
blame,verb,y,negative,strongsubj
blameless,adj,n,positive,strongsubj
blameworthy,adj,n,negative,strongsubj
bland,adj,n,negative,strongsubj
blandish,verb,y,negative,strongsubj
blaspheme,verb,y,negative,strongsubj
blasphemous,adj,n,negative,strongsubj
blasphemous,anypos,y,negative,strongsubj
blasphemy,noun,n,negative,strongsubj
blast,anypos,y,negative,weaksubj
blasted,anypos,y,negative,strongsubj
blatant,adj,n,negative,strongsubj
blatantly,adj,n,negative,strongsubj
blather,verb,y,negative,strongsubj
bleak,adj,n,negative,strongsubj
bleakly,anypos,n,negative,strongsubj
bleakness,noun,n,negative,strongsubj
bleed,verb,y,negative,weaksubj
blemish,noun,n,negative,weaksubj
blemish,verb,y,negative,weaksubj
bless,verb,y,positive,strongsubj
blessing,adj,n,positive,strongsubj
blessing,noun,n,positive,strongsubj
blind,anypos,n,negative,weaksubj
blinding,adj,n,negative,strongsubj
blinding,anypos,y,negative,strongsubj
blindingly,adj,n,negative,strongsubj
blindness,adj,n,negative,weaksubj
blindside,verb,y,negative,strongsubj
bliss,noun,n,positive,strongsubj
blissful,adj,n,positive,strongsubj
blissfully,adverb,n,positive,strongsubj
blister,verb,y,negative,strongsubj
blistering,adj,n,negative,strongsubj
blithe,adj,n,positive,strongsubj
bloated,adj,n,negative,strongsubj
block,noun,n,negative,weaksubj
block,verb,y,negative,weaksubj
blockhead,adj,n,negative,strongsubj
blood,adj,n,neutral,weaksubj
blood,noun,n,negative,weaksubj
bloodshed,noun,n,negative,strongsubj
bloodthirsty,adj,n,negative,strongsubj
bloody,adj,n,negative,weaksubj
bloom,verb,y,positive,weaksubj
blossom,verb,y,positive,weaksubj
blow,adj,n,negative,weaksubj
blow,noun,n,negative,weaksubj
blunder,adj,n,negative,strongsubj
blunder,noun,n,negative,strongsubj
blundering,anypos,n,negative,strongsubj
blunders,anypos,n,negative,strongsubj
blunt,adj,n,negative,strongsubj
blur,verb,y,negative,weaksubj
blurt,verb,y,negative,strongsubj
boast,verb,y,positive,strongsubj
boast,verb,y,negative,strongsubj
boastful,adj,n,negative,strongsubj
boggle,verb,y,negative,strongsubj
bogus,adj,n,negative,strongsubj
boil,verb,y,negative,strongsubj
boiling,adverb,n,negative,strongsubj
boisterous,adj,n,negative,strongsubj
bold,adj,n,positive,strongsubj
boldly,adverb,n,positive,strongsubj
boldness,noun,n,positive,strongsubj
bolster,verb,y,positive,strongsubj
bombard,verb,y,negative,weaksubj
bomb,verb,y,negative,weaksubj
bombardment,adj,n,negative,strongsubj
bombardment,noun,n,negative,strongsubj
bombastic,adj,n,negative,strongsubj
bondage,noun,n,negative,strongsubj
bonkers,adj,n,negative,strongsubj
bonkers,noun,n,negative,strongsubj
bonny,adj,n,positive,strongsubj
bonus,noun,n,positive,weaksubj
boom,noun,n,positive,weaksubj
booming,adj,n,positive,weaksubj
boost,adj,n,positive,weaksubj
boost,verb,y,positive,weaksubj
bore,verb,y,negative,strongsubj
boredom,noun,n,negative,strongsubj
boring,adj,n,negative,strongsubj
boring,anypos,y,negative,strongsubj
botch,verb,y,negative,strongsubj
bother,noun,n,negative,strongsubj
bother,verb,y,negative,strongsubj
bothersome,adj,n,negative,strongsubj
boundless,adj,n,positive,strongsubj
bountiful,adj,n,positive,strongsubj
bowdlerize,verb,y,negative,strongsubj
boycott,adj,n,negative,weaksubj
boycott,noun,n,negative,weaksubj
brag,noun,n,both,strongsubj
brag,verb,y,both,strongsubj
braggart,anypos,y,negative,strongsubj
braggart,noun,n,negative,strongsubj
bragger,anypos,y,negative,strongsubj
bragger,noun,n,negative,strongsubj
brains,adj,n,positive,strongsubj
brains,noun,n,positive,strongsubj
brainwash,verb,y,negative,strongsubj
brainy,adj,n,positive,strongsubj
brash,adj,n,negative,strongsubj
brashly,anypos,n,negative,strongsubj
brashness,noun,n,negative,strongsubj
brat,noun,n,negative,strongsubj
bravado,noun,n,negative,strongsubj
brave,adj,n,positive,strongsubj
brave,verb,y,positive,strongsubj
bravery,adj,n,positive,strongsubj
bravery,noun,n,positive,strongsubj
brazen,anypos,n,negative,strongsubj
brazenly,anypos,n,negative,strongsubj
brazenly,anypos,n,negative,strongsubj
brazenness,noun,n,negative,strongsubj
brazenness,noun,n,negative,strongsubj
breach,adj,n,negative,weaksubj
breach,noun,n,negative,weaksubj
break,verb,y,negative,weaksubj
break point,adj,n,negative,strongsubj
break point,noun,n,negative,strongsubj
breakdown,verb,y,negative,weaksubj
breakthrough,adj,n,positive,weaksubj
breakthrough,noun,n,positive,weaksubj
breakthroughs,adj,n,positive,weaksubj
breakthroughs,noun,n,positive,weaksubj
breathlessness,adj,n,positive,strongsubj
breathlessness,noun,n,positive,strongsubj
breathtaking,adj,n,positive,strongsubj
breathtakingly,anypos,n,positive,strongsubj
bright,adj,n,positive,weaksubj
brighten,anypos,y,positive,weaksubj
brightness,noun,n,positive,weaksubj
brilliance,noun,n,positive,weaksubj
brilliant,adj,n,positive,strongsubj
brilliant,anypos,y,positive,strongsubj
brilliantly,anypos,n,positive,strongsubj
brimstone,adj,n,negative,strongsubj
brimstone,noun,n,negative,strongsubj
brisk,adj,n,positive,weaksubj
bristle,verb,y,negative,strongsubj
brittle,adj,n,negative,weaksubj
broad,adj,n,positive,weaksubj
broad based,adj,n,neutral,weaksubj
broke,adj,n,negative,weaksubj
broken hearted,adj,n,negative,strongsubj
brood,verb,y,negative,strongsubj
brook,verb,y,positive,strongsubj
brotherly,adj,n,positive,weaksubj
browbeat,verb,y,negative,strongsubj
bruise,noun,n,negative,weaksubj
brusque,adj,n,negative,strongsubj
brutal,adj,n,negative,strongsubj
brutalising,adj,n,negative,strongsubj
brutalising,noun,n,negative,strongsubj
brutalities,anypos,n,negative,strongsubj
brutalities,noun,n,negative,strongsubj
brutality,noun,n,negative,strongsubj
brutalize,verb,y,negative,strongsubj
brutalizing,adj,n,negative,strongsubj
brutally,anypos,n,negative,strongsubj
brute,noun,n,negative,strongsubj
brutish,adj,n,negative,strongsubj
bug,verb,y,negative,weaksubj
buckle,verb,y,negative,weaksubj
bulky,adj,n,negative,weaksubj
bull,adj,n,positive,weaksubj
bull,noun,n,positive,weaksubj
bullies,adj,n,negative,strongsubj
bullies,noun,n,negative,strongsubj
bullish,adj,n,positive,weaksubj
bullish,noun,n,positive,weaksubj
bully,adj,n,negative,strongsubj
bully,noun,n,negative,strongsubj
bullyingly,anypos,n,negative,strongsubj
bum,noun,n,negative,weaksubj
bumpy,adj,n,negative,weaksubj
bungle,verb,y,negative,strongsubj
bungler,anypos,y,negative,strongsubj
bunk,noun,n,negative,weaksubj
buoyant,adj,n,positive,weaksubj
burden,adj,n,negative,strongsubj
burden,noun,n,negative,strongsubj
burdensome,adj,n,negative,strongsubj
burdensome,anypos,y,negative,strongsubj
burdensomely,anypos,y,negative,strongsubj
burn,verb,y,negative,strongsubj
busy,adj,n,negative,weaksubj
busybody,noun,n,negative,strongsubj
butcher,verb,y,negative,weaksubj
butchery,noun,n,negative,strongsubj
byzantine,adj,n,negative,strongsubj
cackle,verb,y,negative,strongsubj
cajole,verb,y,negative,strongsubj
calamities,noun,n,negative,strongsubj
calamitous,adj,n,negative,strongsubj
calamitously,anypos,n,negative,strongsubj
calamity,anypos,y,negative,strongsubj
calamity,noun,n,negative,strongsubj
callous,adj,n,negative,strongsubj
calm,adj,n,positive,weaksubj
calm,verb,y,positive,weaksubj
calming,anypos,y,positive,strongsubj
calmness,noun,n,positive,weaksubj
calumniate,verb,y,negative,strongsubj
calumniation,noun,n,negative,strongsubj
calumnies,noun,n,negative,strongsubj
calumnious,adj,n,negative,strongsubj
calumniously,anypos,n,negative,strongsubj
calumny,noun,n,negative,strongsubj
cancer,noun,n,negative,weaksubj
cancerous,adj,n,negative,weaksubj
candid,adj,n,positive,strongsubj
candor,noun,n,positive,strongsubj
cannibal,noun,n,negative,strongsubj
cannibalize,verb,y,negative,strongsubj
capable,adj,n,positive,weaksubj
capability,noun,n,positive,weaksubj
capably,adj,n,positive,weaksubj
capitalize,verb,y,positive,weaksubj
capitulate,verb,y,negative,weaksubj
capricious,adj,n,negative,strongsubj
capriciously,anypos,n,negative,strongsubj
capriciousness,noun,n,negative,strongsubj
capsize,verb,y,negative,weaksubj
captivate,verb,y,positive,strongsubj
captivating,adj,n,positive,strongsubj
captivation,noun,n,positive,strongsubj
captive,adj,n,negative,weaksubj
care,verb,y,positive,weaksubj
carefree,adj,n,positive,strongsubj
careful,adj,n,positive,weaksubj
careless,adj,n,negative,strongsubj
carelessness,noun,n,negative,strongsubj
caricature,verb,y,negative,strongsubj
carnage,noun,n,negative,strongsubj
carp,verb,y,negative,strongsubj
cartoon,adj,n,negative,weaksubj
cartoon,noun,n,negative,weaksubj
cartoonish,anypos,y,negative,strongsubj
cash strapped,adj,n,negative,weaksubj
castigate,verb,y,negative,strongsubj
casualty,noun,y,negative,weaksubj
cataclysm,noun,n,negative,strongsubj
cataclysmal,adj,n,negative,strongsubj
cataclysmic,adj,n,negative,strongsubj
cataclysmically,anypos,n,negative,strongsubj
catalyst,adj,n,positive,strongsubj
catalyst,noun,n,positive,strongsubj
catastrophe,anypos,y,negative,strongsubj
catastrophe,noun,n,negative,strongsubj
catastrophes,noun,n,negative,strongsubj
catastrophic,adj,n,negative,strongsubj
catastrophic,anypos,y,negative,strongsubj
catastrophically,anypos,n,negative,strongsubj
catchy,adj,n,positive,strongsubj
caustic,adj,n,negative,strongsubj
caustically,anypos,n,negative,strongsubj
cautionary,adj,n,negative,strongsubj
cautious,adj,n,negative,weaksubj
cave,verb,y,negative,weaksubj
ceaseless,adj,n,neutral,weaksubj
celebrate,verb,y,positive,strongsubj
celebrated,adj,n,positive,strongsubj
celebration,noun,n,positive,strongsubj
celebratory,anypos,y,positive,strongsubj
celebrity,noun,n,positive,weaksubj
censure,adj,n,negative,strongsubj
censure,noun,n,negative,strongsubj
censure,verb,y,negative,strongsubj
central,adj,n,neutral,weaksubj
certain,anypos,y,neutral,weaksubj
certainly,anypos,n,neutral,strongsubj
certified,adj,n,neutral,weaksubj
chafe,verb,y,negative,strongsubj
chaff,verb,y,negative,strongsubj
chagrin,noun,n,negative,strongsubj
chagrin,verb,y,negative,strongsubj
challenge,noun,n,negative,weaksubj
challenge,verb,y,negative,weaksubj
challenging,adj,n,negative,weaksubj
champion,adj,n,positive,weaksubj
champion,anypos,y,positive,weaksubj
champ,noun,n,positive,weaksubj
champion,noun,n,positive,weaksubj
chant,adj,n,neutral,weaksubj
chant,noun,n,neutral,weaksubj
chaos,noun,n,negative,strongsubj
chaotic,adj,n,negative,strongsubj
charisma,noun,n,negative,strongsubj
charismatic,adj,n,positive,strongsubj
charitable,adj,n,positive,weaksubj
charitable,noun,n,positive,weaksubj
charity,noun,n,positive,weaksubj
charm,adj,n,positive,strongsubj
charm,noun,n,positive,strongsubj
charm,verb,y,positive,strongsubj
charming,adj,n,positive,strongsubj
charming,anypos,n,positive,strongsubj
charmingly,adj,n,positive,strongsubj
chaste,adj,n,positive,strongsubj
chasten,verb,y,negative,strongsubj
chastise,verb,y,negative,strongsubj
chastisement,anypos,y,negative,strongsubj
chatter,verb,y,negative,strongsubj
chatterbox,anypos,y,negative,strongsubj
cheapen,verb,y,negative,strongsubj
cheap,adj,n,negative,strongsubj
cheat,noun,n,negative,strongsubj
cheat,verb,y,negative,strongsubj
cheater,anypos,y,negative,strongsubj
cheer,noun,n,positive,strongsubj
cheer,verb,y,positive,strongsubj
cheery,adj,n,positive,strongsubj
cheerful,adj,n,positive,strongsubj
cheerless,adj,n,negative,strongsubj
cherish,verb,y,positive,strongsubj
cherished,adj,n,positive,strongsubj
cherub,noun,n,positive,strongsubj
chic,adj,n,positive,strongsubj
chide,verb,y,negative,strongsubj
childish,adj,n,negative,strongsubj
chill,verb,y,negative,weaksubj
chilly,adj,n,negative,weaksubj
chit,anypos,y,negative,strongsubj
chivalry,noun,n,positive,strongsubj
chivalrous,adj,n,positive,strongsubj
choppy,adj,n,negative,weaksubj
choke,verb,y,negative,weaksubj
chore,noun,n,negative,weaksubj
chronic,adj,n,negative,weaksubj
chum,noun,n,positive,weaksubj
civility,noun,n,positive,strongsubj
civilization,noun,n,positive,weaksubj
civilize,adj,n,positive,weaksubj
civilize,verb,y,positive,weaksubj
civil,adj,n,positive,weaksubj
claim,anypos,y,neutral,weaksubj
clamor,noun,n,negative,weaksubj
clamorous,adj,n,negative,weaksubj
clandestine,adj,n,neutral,weaksubj
clarity,adj,n,positive,weaksubj
clash,adj,n,negative,weaksubj
clash,noun,n,negative,weaksubj
classic,noun,n,positive,weaksubj
clean,adj,n,positive,weaksubj
cleanliness,noun,n,positive,weaksubj
cleanse,verb,n,positive,weaksubj
clear,anypos,y,positive,weaksubj
clear cut,adj,n,positive,strongsubj
clearer,adj,n,positive,strongsubj
clearer,noun,n,positive,strongsubj
clearly,anypos,n,positive,strongsubj
clever,adj,n,positive,strongsubj
cliche,anypos,n,negative,strongsubj
cliched,anypos,n,negative,strongsubj
clique,noun,n,negative,weaksubj
clog,verb,y,negative,weaksubj
close,adj,n,negative,weaksubj
closeness,adj,n,positive,strongsubj
closeness,noun,n,positive,strongsubj
cloud,verb,y,negative,strongsubj
clout,adj,n,positive,strongsubj
clout,noun,n,positive,strongsubj
clumsy,adj,n,negative,strongsubj
co operation,adj,n,positive,weaksubj
co operation,noun,n,positive,weaksubj
coarse,adj,n,negative,weaksubj
coax,verb,y,positive,strongsubj
cocky,adj,n,negative,strongsubj
coddle,verb,y,positive,weaksubj
coerce,verb,y,negative,strongsubj
coercion,noun,n,negative,strongsubj
coercive,adj,n,negative,strongsubj
cogent,adj,n,positive,strongsubj
cohesive,adj,n,positive,weaksubj
cogitate,verb,y,neutral,strongsubj
cognizance,adj,n,neutral,weaksubj
cognizance,noun,n,neutral,weaksubj
cognizant,noun,n,neutral,strongsubj
cohere,verb,y,positive,weaksubj
coherence,adj,n,positive,strongsubj
coherence,noun,n,positive,strongsubj
coherent,adj,n,positive,weaksubj
cohesion,noun,n,positive,weaksubj
cohesive,adj,n,positive,weaksubj
cold,adj,n,negative,weaksubj
coldly,adverb,n,negative,strongsubj
collapse,adj,n,negative,weaksubj
collapse,verb,y,negative,weaksubj
collide,verb,y,negative,weaksubj
collude,verb,y,negative,strongsubj
collusion,noun,n,negative,strongsubj
colorful,adj,n,positive,weaksubj
colossal,adj,n,positive,weaksubj
combative,adj,n,negative,weaksubj
comeback,adj,n,positive,weaksubj
comeback,noun,n,positive,weaksubj
comedy,noun,n,negative,weaksubj
comedy,adj,n,negative,weaksubj
comely,adj,n,positive,strongsubj
comfort,verb,y,positive,weaksubj
comfortable,adj,n,positive,weaksubj
comfortable,noun,n,positive,weaksubj
comfortably,adverb,n,positive,weaksubj
comforting,anypos,n,positive,strongsubj
comical,adj,n,negative,weaksubj
commend,verb,y,positive,strongsubj
commendable,adj,n,positive,strongsubj
commendably,adverb,n,positive,strongsubj
commensurate,adj,n,positive,weaksubj
commonsense,noun,n,positive,weaksubj
commonsensible,adj,n,positive,weaksubj
commonsensibly,adverb,n,positive,weaksubj
commonsensical,adj,n,positive,weaksubj
comment,adj,n,neutral,weaksubj
comment,noun,n,neutral,weaksubj
commentator,adj,n,neutral,weaksubj
commentator,noun,n,neutral,weaksubj
commodious,adj,n,positive,weaksubj
commiserate,verb,y,negative,strongsubj
commitment,adj,n,positive,weaksubj
commitment,noun,n,positive,weaksubj
commonplace,adj,n,negative,weaksubj
commotion,adj,n,negative,strongsubj
commotion,noun,n,negative,strongsubj
compact,adj,n,positive,weaksubj
compassion,noun,n,positive,strongsubj
compassionate,adj,n,positive,strongsubj
compatible,adj,n,positive,weaksubj
compatible,noun,n,positive,weaksubj
compel,verb,y,negative,strongsubj
compelling,adj,n,positive,strongsubj
compelling,noun,n,positive,strongsubj
compensate,verb,y,positive,strongsubj
competent,adj,n,positive,weaksubj
competence,noun,n,positive,weaksubj
competency,noun,n,positive,weaksubj
competitive,adj,n,positive,weaksubj
competitive,noun,n,positive,weaksubj
competitiveness,anypos,n,positive,weaksubj
complacent,adj,n,negative,strongsubj
complacent,noun,n,negative,strongsubj
complain,verb,y,negative,strongsubj
complaining,adj,n,negative,strongsubj
complaining,noun,n,negative,strongsubj
complaint,noun,n,negative,strongsubj
complaints,adj,n,negative,strongsubj
complaints,noun,n,negative,strongsubj
complement,noun,n,positive,strongsubj
complement,verb,y,positive,weaksubj
complete,adj,n,neutral,weaksubj
completely,adverb,y,neutral,weaksubj
complex,adj,n,negative,weaksubj
compliant,adj,n,positive,strongsubj
compliant,noun,n,positive,strongsubj
complicate,verb,y,negative,weaksubj
complicated,adj,n,negative,weaksubj
complication,noun,n,negative,weaksubj
complicit,adj,n,negative,strongsubj
compliment,verb,y,positive,strongsubj
complimentary,anypos,n,positive,strongsubj
comprehend,verb,y,neutral,strongsubj
comprehensive,adj,n,positive,weaksubj
compromise,adj,n,positive,weaksubj
compromise,noun,n,positive,weaksubj
compromise,verb,y,positive,weaksubj
compromises,adj,n,positive,weaksubj
compromises,noun,n,positive,weaksubj
compulsion,noun,n,negative,strongsubj
compulsive,adj,n,negative,strongsubj
compulsory,adj,n,negative,weaksubj
comrades,adj,n,positive,strongsubj
comrades,noun,n,positive,strongsubj
concede,verb,y,negative,strongsubj
conceit,noun,n,negative,strongsubj
conceited,adj,n,negative,strongsubj
conceivable,adj,n,positive,strongsubj
conceivable,noun,n,positive,strongsubj
concern,adj,n,negative,strongsubj
concern,noun,n,negative,strongsubj
concern,verb,y,negative,weaksubj
concerned,anypos,y,negative,strongsubj
concerning,adj,n,neutral,weaksubj
concerning,noun,n,neutral,weaksubj
concerns,adj,n,negative,strongsubj
